"line","frequency","term","prediction"
"79279",22,"matter","it"
"79284",24,"matthew","9"
"79286",22,"matthew","call"
"79288",49,"matthew","dolan"
"79289",39,"matthew","peter"
"79291",31,"matthew","with"
"79299",30,"matur","audienc"
"79302",20,"matur","fruit"
"79303",38,"matur","level"
"79304",34,"matur","i"
"79305",45,"matyson","current"
"79307",40,"mauka","toward"
"79311",66,"mav","blow"
"79312",44,"mav","have"
"79313",44,"mav","to"
"79315",24,"maven","in"
"79318",37,"mawan","and"
"79320",45,"max","heart"
"79321",34,"max","lesnick"
"79324",38,"maxfield","for"
"79325",32,"maxi","dress"
"79327",42,"maxim","impact"
"79329",34,"maxim","the"
"79331",36,"maximum","alwai"
"79332",30,"maximum","contribut"
"79336",41,"maximum","sinc"
"79338",31,"maxwel","wa"
"79339",58,"mai","1"
"79342",54,"mai","12"
"79344",36,"mai","14th"
"79345",26,"mai","15"
"79347",44,"mai","16"
"79348",20,"mai","1763"
"79349",31,"mai","18"
"79352",45,"mai","2"
"79353",56,"mai","20"
"79359",45,"mai","25"
"79360",74,"mai","27"
"79363",103,"mai","4"
"79364",43,"mai","5"
"79365",41,"mai","6"
"79366",42,"mai","6th"
"79367",30,"mai","8"
"79369",29,"mai","all"
"79372",82,"mai","and"
"79373",65,"mai","a"
"79375",664,"mai","be"
"79382",62,"mai","call"
"79386",32,"mai","d"
"79387",137,"mai","dai"
"79388",33,"mai","decid"
"79390",44,"mai","effici"
"79392",107,"mai","even"
"79393",25,"mai","final"
"79395",37,"mai","flower"
"79397",36,"mai","from"
"79399",28,"mai","give"
"79400",466,"mai","have"
"79402",62,"mai","i"
"79403",29,"mai","implod"
"79404",24,"mai","increa"
"79406",26,"mai","it"
"79407",34,"mai","jam"
"79408",22,"mai","june"
"79409",28,"mai","just"
"79410",25,"mai","list"
"79411",39,"mai","look"
"79413",27,"mai","make"
"79414",57,"mai","mayb"
"79417",120,"mai","not"
"79418",37,"mai","now"
"79419",45,"mai","on"
"79421",24,"mai","or"
"79422",26,"mai","our"
"79425",30,"mai","rememb"
"79427",35,"mai","reserv"
"79430",34,"mai","sai"
"79431",44,"mai","seamless"
"79435",36,"mai","sound"
"79439",23,"mai","sudden"
"79440",60,"mai","take"
"79441",56,"mai","the"
"79442",91,"mai","think"
"79443",38,"mai","up"
"79445",24,"mai","we"
"79448",20,"mai","wish"
"79449",38,"mai","work"
"79450",56,"mai","you"
"79451",40,"maya","mexico"
"79452",24,"maya","road"
"79454",36,"mayb","5"
"79455",91,"mayb","a"
"79457",56,"mayb","becau"
"79458",31,"mayb","becom"
"79459",38,"mayb","by"
"79462",27,"mayb","even"
"79464",23,"mayb","get"
"79465",32,"mayb","he"
"79466",113,"mayb","i"
"79468",23,"mayb","in"
"79469",57,"mayb","it"
"79470",20,"mayb","it"
"79472",42,"mayb","lager"
"79474",32,"mayb","mclaren"
"79475",27,"mayb","mei"
"79476",32,"mayb","minnesota"
"79477",49,"mayb","my"
"79478",63,"mayb","next"
"79479",89,"mayb","not"
"79481",33,"mayb","other"
"79482",45,"mayb","some"
"79483",33,"mayb","somewhat"
"79487",74,"mayb","thei"
"79491",63,"mayb","we"
"79493",51,"mayb","you"
"79494",49,"mayb","your"
"79497",33,"mayb","if"
"79503",41,"mayfield","road"
"79507",41,"mayo","ha"
"79510",88,"mayor","and"
"79511",34,"mayor","antonio"
"79512",56,"mayor","bill"
"79516",31,"mayor","ed"
"79517",49,"mayor","in"
"79523",35,"mayor","of"
"79524",22,"mayor","vera"
"79526",31,"mayor","who"
"79527",43,"mai","won"
"79528",28,"mayweath","cotto"
"79529",44,"mazza","69"
"79532",42,"mb","post"
"79533",22,"mba","and"
"79534",59,"mba","follow"
"79535",45,"mba","from"
"79537",62,"mba","student"
"79538",27,"mbalula","also"
"79541",53,"mc","the"
"79542",30,"mccann","grand"
"79543",31,"mccarthi","era"
"79547",33,"mccarthi","talk"
"79550",25,"mcclellan","ardent"
"79551",25,"mcclellan","had"
"79553",55,"mcclintock","wa"
"79554",29,"mccluer","coach"
"79557",33,"mccomsei","at"
"79558",66,"mcconnel","art"
"79562",70,"mcdonald","d"
"79564",21,"mcdonald","for"
"79565",28,"mcdonald","hamburglar"
"79568",63,"mcdonald","meet"
"79570",38,"mcdonald","will"
"79572",22,"mcdowal","on"
"79575",31,"mcentir","i"
"79576",31,"mcentir","on"
"79578",44,"mcfadyen","and"
"79580",37,"mcfarland","wa"
"79583",41,"mcgehe","reach"
"79586",20,"mcgrawhil","ha"
"79587",20,"mcgregor","1990"
"79592",23,"mckagan","drummer"
"79596",32,"mclaren","ar"
"79598",62,"mcmaster","wa"
"79599",39,"mcmichael","and"
"79601",20,"mcmillan","had"
"79603",30,"mcmillan","wouldnt"
"79604",20,"mcmillan","wrestl"
"79606",21,"mcmullen",""
"79610",33,"mcnulti","open"
"79612",29,"mcquad","detroit"
"79614",39,"mcrae","show"
"79615",58,"mcraven","com"
"79618",29,"mcwerter","c"
"79622",23,"md","will"
"79625",25,"meh","not"
"79629",50,"me","josh"
"79633",41,"me","realmus"
"79638",47,"me","12"
"79640",55,"me","2"
"79642",28,"me","3"
"79643",607,"me","a"
"79644",30,"me","ˇˇ"
"79645",27,"me",""
"79646",157,"me",""
"79649",151,"me","about"
"79651",31,"me","admir"
"79655",20,"me","again"
"79657",130,"me","all"
"79658",43,"me","aloha"
"79660",28,"me","also"
"79662",678,"me","and"
"79663",57,"me","ani"
"79664",60,"me","anydai"
"79666",23,"me","appar"
"79667",58,"me","ar"
"79668",25,"me","around"
"79669",68,"me","a"
"79671",22,"me","askin"
"79672",80,"me","at"
"79674",28,"me","awai"
"79675",152,"me","back"
"79676",54,"me","bad"
"79677",144,"me","be"
"79678",29,"me","becau"
"79679",46,"me","befor"
"79680",42,"me","befor"
"79681",48,"me","believ"
"79682",28,"me","below"
"79683",23,"me","bitch"
"79685",45,"me","brain"
"79686",25,"me","busi"
"79687",238,"me","but"
"79688",65,"me","by"
"79689",32,"me","cau"
"79692",34,"me","color"
"79696",31,"me","cri"
"79697",169,"me","cry"
"79699",24,"me","data"
"79701",46,"me","den"
"79704",25,"me","do"
"79707",88,"me","dure"
"79709",29,"me","earli"
"79710",133,"me","either"
"79711",23,"me","elabor"
"79712",26,"me","elbow"
"79713",36,"me","everi"
"79714",59,"me","everyth"
"79715",43,"me","excit"
"79717",60,"me","far"
"79718",23,"me","father"
"79719",285,"me","feel"
"79720",42,"me","figur"
"79722",129,"me","for"
"79723",47,"me","free"
"79724",56,"me","from"
"79728",103,"me","go"
"79729",36,"me","go"
"79730",50,"me","good"
"79731",26,"me","grow"
"79733",61,"me","happi"
"79735",31,"me","ha"
"79736",71,"me","have"
"79737",81,"me","he"
"79739",54,"me","her"
"79740",23,"me","he"
"79741",27,"me","hit"
"79744",85,"me","hope"
"79746",213,"me","how"
"79747",38,"me","howev"
"79749",24,"me","hungri"
"79750",32,"me","hurri"
"79751",421,"me","i"
"79755",30,"me","idk"
"79756",128,"me","if"
"79758",75,"me","im"
"79759",525,"me","in"
"79760",50,"me","insan"
"79762",39,"me","i"
"79763",211,"me","it"
"79764",29,"me","it"
"79765",105,"me","it"
"79767",104,"me","just"
"79768",304,"me","know"
"79769",23,"me","lack"
"79771",30,"me","laugh"
"79773",223,"me","like"
"79774",52,"me","lol"
"79775",44,"me","look"
"79776",23,"me","love"
"79777",127,"me","luck"
"79778",63,"me","madder"
"79780",43,"me","make"
"79784",44,"me","mention"
"79785",26,"me","mike"
"79786",33,"me","mom"
"79787",119,"me","more"
"79788",22,"me","move"
"79789",70,"me","mr"
"79790",102,"me","my"
"79794",32,"me","neither"
"79795",46,"me","never"
"79797",22,"me","nice"
"79798",86,"me","no"
"79800",39,"me","noth"
"79801",24,"me","now"
"79802",118,"me","of"
"79803",64,"me","off"
"79806",28,"me","okai"
"79808",277,"me","on"
"79809",38,"me","onc"
"79810",47,"me","ondemand"
"79814",99,"me","or"
"79815",123,"me","out"
"79816",58,"me","outsid"
"79817",31,"me","outt"
"79818",93,"me","over"
"79821",87,"me","plea"
"79822",105,"me","pleas"
"79824",35,"me","pl"
"79825",26,"me","poppin"
"79826",94,"me","post"
"79828",35,"me","psanderett"
"79829",42,"me","put"
"79832",28,"me","rather"
"79836",56,"me","realli"
"79839",24,"me","right"
"79842",49,"me","said"
"79844",66,"me","sai"
"79847",143,"me","she"
"79853",23,"me","simpl"
"79855",99,"me","smile"
"79856",195,"me","so"
"79857",38,"me","some"
"79858",66,"me","someth"
"79859",36,"me","sometim"
"79861",32,"me","squish"
"79864",79,"me","still"
"79867",22,"me","sweat"
"79868",30,"me","take"
"79870",29,"me","tell"
"79873",23,"me","thank"
"79874",488,"me","that"
"79876",459,"me","the"
"79877",28,"me","then"
"79878",65,"me","there"
"79879",38,"me","these"
"79881",94,"me","think"
"79882",41,"me","think"
"79883",42,"me","think"
"79884",100,"me","thi"
"79889",1242,"me","to"
"79890",116,"me","todai"
"79892",414,"me","too"
"79895",28,"me","ugh"
"79898",213,"me","up"
"79899",23,"me","u"
"79901",117,"me","want"
"79904",26,"me","we"
"79905",105,"me","what"
"79906",117,"me","when"
"79907",34,"me","whenev"
"79908",26,"me","wherev"
"79909",53,"me","whi"
"79913",35,"me","will"
"79914",219,"me","with"
"79916",21,"me","wonder"
"79917",31,"me","worri"
"79918",38,"me","wrong"
"79920",43,"me","ye"
"79921",64,"me","yet"
"79922",182,"me","you"
"79925",109,"me","your"
"79926",28,"me","so"
"79930",36,"meadow","look"
"79931",40,"meadow","said"
"79932",23,"meadowcroft","rock"
"79935",29,"meal","1"
"79936",28,"meal","a"
"79937",32,"meal","and"
"79942",30,"meal","for"
"79943",67,"meal","in"
"79944",21,"meal","last"
"79947",35,"meal","snack"
"79948",25,"meal","theyll"
"79950",25,"meal","to"
"79956",46,"meal","tune"
"79957",28,"mean","cubanfest"
"79958",66,"mean","1"
"79959",82,"mean","a"
"79960",30,"mean","spineless"
"79961",23,"mean","spiritu"
"79962",39,"mean","against"
"79963",33,"mean","ag"
"79964",52,"mean","all"
"79965",28,"mean","also"
"79966",34,"mean","and"
"79973",40,"mean","care"
"79974",27,"mean","chang"
"79975",33,"mean","dearest"
"79979",33,"mean","favorit"
"79983",56,"mean","hallelujah"
"79984",21,"mean","hasina"
"79985",34,"mean","he"
"79986",25,"mean","higher"
"79988",33,"mean","homogen"
"79989",198,"mean","i"
"79990",27,"mean","in"
"79992",293,"mean","it"
"79993",45,"mean","it"
"79997",27,"mean","make"
"80000",78,"mean","my"
"80001",165,"mean","of"
"80002",30,"mean","onli"
"80005",27,"mean","push"
"80009",49,"mean","so"
"80011",345,"mean","that"
"80012",107,"mean","the"
"80014",43,"mean","thei"
"80018",28,"mean","time"
"80019",163,"mean","to"
"80020",47,"mean","ull"
"80021",23,"mean","us"
"80022",33,"mean","we"
"80023",54,"mean","when"
"80026",112,"mean","you"
"80029",40,"mean","box"
"80031",36,"mean","econom"
"80035",33,"mean",""
"80036",27,"mean","but"
"80042",32,"meant","hi"
"80045",34,"meant","said"
"80046",71,"meant","that"
"80047",118,"meant","to"
"80049",63,"meantim","part"
"80050",32,"meantim","dont"
"80051",33,"meantim","gawk"
"80054",32,"meanwhil","arriv"
"80055",30,"meanwhil","fear"
"80060",46,"meanwhil","stai"
"80063",45,"measur","1"
"80065",21,"measur","a"
"80066",26,"measur","along"
"80067",24,"measur","befor"
"80068",61,"measur","by"
"80071",29,"measur","cup"
"80078",99,"measur","in"
"80079",29,"measur","into"
"80080",78,"measur","it"
"80081",45,"measur","of"
"80083",24,"measur","should"
"80084",26,"measur","some"
"80086",26,"measur","that"
"80087",23,"measur","the"
"80090",56,"measur","twice"
"80092",39,"measur","your"
"80093",44,"measur","some"
"80097",42,"meat","and"
"80098",40,"meat","case"
"80099",46,"meat","contain"
"80100",26,"meat","locker"
"80102",40,"meat","spokesman"
"80103",39,"meat","teleport"
"80104",33,"meat","by"
"80105",35,"meatbal","make"
"80106",33,"meatbal","slider"
"80107",22,"meat","noth"
"80108",22,"mecca","conven"
"80111",23,"mechan","can"
"80112",39,"mechan","or"
"80125",31,"media","account"
"80127",21,"media","and"
"80128",45,"media","ar"
"80129",20,"media","at"
"80133",30,"media","cover"
"80139",27,"media","expert"
"80141",71,"media","got"
"80142",26,"media","ha"
"80143",31,"media","if"
"80147",37,"media","landscap"
"80150",38,"media","member"
"80151",29,"media","mogul"
"80154",36,"media","perspect"
"80155",47,"media","question"
"80156",27,"media","report"
"80158",22,"media","sent"
"80159",41,"media","she"
"80161",23,"media","sketchbook"
"80164",32,"media","tour"
"80165",43,"media","which"
"80168",30,"median","ag"
"80169",27,"median","expect"
"80170",39,"median","hou"
"80171",26,"medic","and"
"80172",58,"medic","assist"
"80173",40,"medic","attent"
"80174",47,"medic","bill"
"80175",29,"medic","care"
"80176",70,"medic","center"
"80180",33,"medic","educ"
"80181",29,"medic","examin"
"80184",33,"medic","helicopt"
"80185",54,"medic","leav"
"80187",35,"medic","mission"
"80189",36,"medic","profession"
"80190",21,"medic","progress"
"80193",26,"medic","student"
"80194",21,"medic","system"
"80195",29,"medic","take"
"80197",45,"medic","technolog"
"80198",33,"medic","technologi"
"80202",30,"medicaid","i"
"80208",30,"medicar","payment"
"80214",32,"medic","procedur"
"80215",30,"medicin","across"
"80216",33,"medicin","becau"
"80218",37,"medicin","movement"
"80219",21,"medicin","produc"
"80220",37,"medicin","recent"
"80221",55,"medicin","team"
"80223",35,"medicin","and"
"80224",31,"medicin","met"
"80225",37,"medicin","must"
"80226",28,"medicin","he"
"80228",26,"medina","said"
"80230",49,"medina","who"
"80232",47,"medisi","health"
"80236",32,"medit","on"
"80238",27,"medit","will"
"80239",36,"medit","debbi"
"80241",26,"mediterranean","and"
"80245",35,"medium","and"
"80246",40,"medium","fish"
"80249",33,"medium","heat"
"80250",86,"medium","in"
"80251",25,"medium","on"
"80252",30,"medium","potato"
"80255",28,"medlin","serv"
"80256",24,"medrona","call"
"80257",55,"medsonix","a"
"80259",54,"meeeh","rien"
"80263",40,"meetup","just"
"80269",88,"meet","and"
"80270",25,"meet","at"
"80272",31,"meet","between"
"80277",29,"meet","earlier"
"80280",25,"meet","forc"
"80285",93,"meet","in"
"80286",43,"meet","i"
"80287",31,"meet","it"
"80290",63,"meet","kfc"
"80293",48,"meet","love"
"80294",58,"meet","me"
"80299",87,"meet","new"
"80300",41,"meet","of"
"80301",66,"meet","ohio"
"80302",123,"meet","on"
"80306",44,"meet","peopl"
"80307",30,"meet","privat"
"80308",25,"meet","qualiti"
"80310",35,"meet","said"
"80311",41,"meet","she"
"80314",173,"meet","the"
"80316",33,"meet","there"
"80319",63,"meet","tiki"
"80320",51,"meet","to"
"80323",40,"meet","tonight"
"80325",89,"meet","up"
"80326",23,"meet","u"
"80329",39,"meet","west"
"80331",37,"meet","where"
"80333",182,"meet","with"
"80334",135,"meet","you"
"80335",29,"meet","your"
"80336",21,"meetcut","ar"
"80338",23,"meet","i"
"80340",37,"meet","keep"
"80341",20,"meet","on"
"80348",30,"megan","norr"
"80349",30,"megan","sicord"
"80350",37,"megan","to"
"80352",53,"megaphon","quiet"
"80356",27,"mei","even"
"80357",27,"mei","told"
"80363",32,"melang","sweater"
"80366",59,"melani","stegman"
"80374",63,"melissa","right"
"80375",29,"mello","peter"
"80376",21,"mellon","ha"
"80377",36,"mellow","and"
"80378",41,"melodi","barn"
"80379",32,"melodrama","it"
"80381",26,"melon","and"
"80385",22,"melt","balm"
"80386",38,"melt","butter"
"80387",36,"melt","chocol"
"80392",22,"mem","cam"
"80395",53,"member","and"
"80396",33,"member","ar"
"80397",22,"member","a"
"80398",45,"member","at"
"80399",30,"member","barack"
"80400",41,"member","began"
"80401",43,"member","can"
"80402",29,"member","carol"
"80404",35,"member","dan"
"80405",63,"member","from"
"80407",28,"member","hold"
"80409",21,"member","in"
"80410",21,"member","kate"
"80413",538,"member","of"
"80414",22,"member","plea"
"80415",28,"member","receiv"
"80417",21,"member","robert"
"80418",38,"member","sai"
"80422",38,"member","the"
"80424",45,"member","to"
"80425",34,"member","walk"
"80426",25,"member","want"
"80427",42,"member","who"
"80428",29,"member","will"
"80430",35,"member","certain"
"80431",24,"member","i"
"80432",44,"member","let"
"80433",38,"member","sai"
"80439",27,"membership","consist"
"80440",51,"memento","black"
"80441",36,"memo","he"
"80443",41,"memoir","an"
"80448",44,"memoir","mysql"
"80449",25,"memor","chee"
"80455",44,"memor","ride"
"80456",26,"memor","what"
"80457",43,"memor","my"
"80458",37,"memori","and"
"80459",28,"memori","ar"
"80460",26,"memori","award"
"80464",38,"memori","dai"
"80467",21,"memori","hospit"
"80470",45,"memori","of"
"80474",64,"memori","to"
"80480",50,"memori","when"
"80481",26,"memor","and"
"80482",20,"memori","the"
"80486",31,"men","1"
"80487",26,"men",""
"80488",74,"men","and"
"80489",30,"men","appear"
"80491",53,"men","ar"
"80493",33,"men","attir"
"80495",68,"men","basketb"
"80498",26,"men","by"
"80502",22,"men","come"
"80505",69,"men","dure"
"80508",21,"men","have"
"80509",53,"men","health"
"80512",125,"men","in"
"80513",42,"men","includ"
"80515",28,"men","led"
"80516",34,"men","like"
"80523",24,"men","over"
"80525",39,"men","purcha"
"80527",32,"men","room"
"80531",42,"men","show"
"80538",39,"men","to"
"80541",32,"men","us"
"80543",38,"men","who"
"80545",37,"men","wore"
"80547",27,"mena","suvari"
"80549",22,"menac","suggest"
"80550",33,"menac","their"
"80551",22,"menageri","of"
"80552",32,"menard","for"
"80553",28,"mend","me"
"80554",33,"mend","now"
"80555",28,"mendez","a"
"80556",32,"mendic","friar"
"80558",44,"mend","work"
"80560",29,"mendolia","question"
"80561",36,"mendoza","becam"
"80563",26,"mening","he"
"80565",38,"menstrual","cycl"
"80566",34,"mentalabout","the"
"80567",53,"mentalhealth","guidelin"
"80569",35,"mental","capac"
"80572",31,"mental","disturb"
"80574",57,"mental","health"
"80575",26,"mental","hospit"
"80577",31,"mental","ill"
"80579",55,"mental","manag"
"80581",34,"mental","rai"
"80584",27,"mental","tough"
"80588",32,"mention","a"
"80589",29,"mention","ar"
"80590",38,"mention","befor"
"80591",23,"mention","fake"
"80592",58,"mention","gene"
"80594",44,"mention","how"
"80595",37,"mention","i"
"80597",93,"mention","in"
"80599",43,"mention","numer"
"80601",25,"mention","of"
"80604",39,"mention","smoke"
"80606",36,"mention","that"
"80607",40,"mention","the"
"80608",26,"mention","wa"
"80614",31,"mentor","must"
"80615",34,"mentor","provid"
"80618",45,"menu",""
"80620",53,"menu","and"
"80621",36,"menu","begin"
"80622",33,"menu","for"
"80624",31,"menu","it"
"80626",28,"menu","on"
"80627",38,"menu","plan"
"80630",51,"menu","the"
"80633",39,"menu","your"
"80636",34,"meow","a"
"80637",41,"mephisto","hardcor"
"80638",21,"merc","for"
"80640",26,"merchandi","and"
"80642",26,"merchandis","and"
"80643",22,"merchant","give"
"80648",36,"mercuri","and"
"80651",36,"mercuri","i"
"80652",36,"mercuri","wa"
"80653",52,"mercuri","lfi2012"
"80657",23,"mere","concern"
"80659",45,"mere","kid"
"80663",22,"mere","the"
"80666",24,"merg","custom"
"80668",47,"merger","had"
"80671",32,"merger","smith"
"80674",33,"merit","view"
"80679",36,"merlot","if"
"80682",78,"merri","christma"
"80685",46,"merritt","thank"
"80686",29,"mesa","a"
"80687",51,"mesa","also"
"80688",29,"mesa","citi"
"80689",51,"mesa","thi"
"80691",42,"mesh","stock"
"80692",30,"meshon","i"
"80693",35,"mess","her"
"80694",20,"mess","it"
"80697",25,"mess","so"
"80699",99,"mess","up"
"80700",44,"mess","with"
"80704",36,"messag","board"
